날짜,노선명,역명,승차총승객수,하차총승객수,총승하차인원,월
2023-01-02,2호선,홍대입구,58755,61451,120206,1
2023-01-02,3호선,고속터미널,42914,37929,80843,1
2023-01-02,4호선,서울역,11885,17536,29421,1
2023-01-02,4호선,사당,23627,19617,43244,1
2023-01-02,7호선,고속터미널,16987,13153,30140,1
2023-01-02,7호선,가산디지털단지,47291,46956,94247,1
2023-01-02,8호선,잠실(송파구청),15503,17563,33066,1
2023-01-02,9호선,고속터미널,12587,15587,28174,1
2023-01-02,경부선,서울역,8805,2259,11064,1
2023-01-02,경부선,가산디지털단지,17694,20710,38404,1
2023-01-02,경의선,서울역,4620,5788,10408,1
2023-01-02,경의선,홍대입구,1756,2193,3949,1
2023-01-02,공항철도 1호선,서울역,10751,8883,19634,1
2023-01-02,공항철도 1호선,홍대입구,11409,11359,22768,1
2023-01-02,분당선,선릉,13740,20779,34519,1
2023-01-02,신림선,신림,1625,2262,3887,1
2023-01-03,2호선,강남,86527,83225,169752,1
2023-01-03,2호선,선릉,61435,54267,115702,1
2023-01-03,2호선,잠실(송파구청),76191,75392,151583,1
2023-01-03,1호선,서울역,47511,44584,92095,1
2023-01-03,신림선,신림,1644,2333,3977,1
2023-01-03,분당선,선릉,14607,21624,36231,1
2023-01-03,공항철도 1호선,홍대입구,11517,11673,23190,1
2023-01-03,공항철도 1호선,서울역,9673,8018,17691,1
2023-01-03,경의선,홍대입구,1832,2227,4059,1
2023-01-03,경의선,서울역,4595,5706,10301,1
2023-01-03,경부선,가산디지털단지,18509,21531,40040,1
2023-01-03,경부선,서울역,6490,2036,8526,1
2023-01-03,9호선,고속터미널,12588,16032,28620,1
2023-01-03,8호선,잠실(송파구청),15822,18335,34157,1
2023-01-03,7호선,가산디지털단지,48684,48375,97059,1
2023-01-03,7호선,고속터미널,16313,13571,29884,1
2023-01-03,4호선,사당,25996,21543,47539,1
2023-01-03,4호선,서울역,12308,17745,30053,1
2023-01-03,3호선,고속터미널,41958,38915,80873,1
2023-01-03,2호선,홍대입구,60706,63745,124451,1
2023-01-03,2호선,구로디지털단지,62231,62166,124397,1
2023-01-03,2호선,신림,56932,55209,112141,1
2023-01-03,2호선,사당,38110,41019,79129,1
2023-01-04,2호선,잠실(송파구청),77538,76787,154325,1
2023-01-04,2호선,선릉,62688,55132,117820,1
2023-01-04,2호선,강남,87959,84343,172302,1
2023-01-04,2호선,사당,39538,43003,82541,1
2023-01-04,2호선,신림,57945,56218,114163,1
2023-01-04,2호선,구로디지털단지,63255,63026,126281,1
2023-01-04,2호선,홍대입구,62521,66112,128633,1
2023-01-04,3호선,고속터미널,41641,38979,80620,1
2023-01-04,4호선,서울역,12542,18176,30718,1
2023-01-04,4호선,사당,26396,21992,48388,1
2023-01-04,7호선,고속터미널,16529,14054,30583,1
2023-01-04,7호선,가산디지털단지,48855,48686,97541,1
2023-01-04,8호선,잠실(송파구청),16161,18746,34907,1
2023-01-04,9호선,고속터미널,12816,16410,29226,1
2023-01-04,경부선,서울역,6460,2099,8559,1
2023-01-04,경부선,가산디지털단지,18818,21919,40737,1
2023-01-04,경의선,서울역,4574,5792,10366,1
2023-01-04,경의선,홍대입구,1887,2310,4197,1
2023-01-04,공항철도 1호선,서울역,10065,8313,18378,1
2023-01-04,공항철도 1호선,홍대입구,12036,12248,24284,1
2023-01-04,분당선,선릉,14910,22514,37424,1
2023-01-04,신림선,신림,1677,2397,4074,1
2023-01-04,1호선,서울역,48352,45485,93837,1
2023-01-05,2호선,홍대입구,64146,67840,131986,1
2023-01-05,1호선,서울역,50843,47601,98444,1
2023-01-05,2호선,잠실(송파구청),79043,78243,157286,1
2023-01-05,2호선,선릉,63927,56438,120365,1
2023-01-05,2호선,강남,88972,85844,174816,1
2023-01-05,2호선,사당,41120,45073,86193,1
2023-01-05,3호선,고속터미널,43111,40709,83820,1
2023-01-05,4호선,서울역,12839,19503,32342,1
2023-01-05,4호선,사당,26902,22813,49715,1
2023-01-05,7호선,고속터미널,16751,14177,30928,1
2023-01-05,7호선,가산디지털단지,48913,48877,97790,1
2023-01-05,8호선,잠실(송파구청),16371,19207,35578,1
2023-01-05,9호선,고속터미널,13369,17161,30530,1
2023-01-05,경부선,서울역,7312,2275,9587,1
2023-01-05,경부선,가산디지털단지,19092,21934,41026,1
2023-01-05,경의선,서울역,4864,5967,10831,1
2023-01-05,경의선,홍대입구,1957,2341,4298,1
2023-01-05,공항철도 1호선,서울역,10116,8642,18758,1
2023-01-05,공항철도 1호선,홍대입구,12234,12571,24805,1
2023-01-05,분당선,선릉,15043,22793,37836,1
2023-01-05,신림선,신림,1732,2360,4092,1
2023-01-05,2호선,신림,58445,55982,114427,1
2023-01-05,2호선,구로디지털단지,63499,63296,126795,1
2023-01-06,2호선,홍대입구,71832,79396,151228,1
2023-01-06,2호선,구로디지털단지,64972,65023,129995,1
2023-01-06,2호선,신림,61972,60192,122164,1
2023-01-06,2호선,사당,43883,48031,91914,1
2023-01-06,2호선,강남,95400,93233,188633,1
2023-01-06,2호선,선릉,64266,56568,120834,1
2023-01-06,2호선,잠실(송파구청),82403,81368,163771,1
2023-01-06,1호선,서울역,56816,53589,110405,1
2023-01-06,신림선,신림,1749,2193,3942,1
2023-01-06,분당선,선릉,15100,22882,37982,1
2023-01-06,공항철도 1호선,홍대입구,13441,14331,27772,1
2023-01-06,공항철도 1호선,서울역,12331,10894,23225,1
2023-01-06,경의선,홍대입구,1968,2707,4675,1
2023-01-06,경의선,서울역,4765,6147,10912,1
2023-01-06,경부선,가산디지털단지,19217,22042,41259,1
2023-01-06,경부선,서울역,10149,2969,13118,1
2023-01-06,9호선,고속터미널,14910,20204,35114,1
2023-01-06,8호선,잠실(송파구청),17360,20109,37469,1
2023-01-06,7호선,가산디지털단지,48974,48291,97265,1
2023-01-06,7호선,고속터미널,18918,15142,34060,1
2023-01-06,4호선,사당,29570,25501,55071,1
2023-01-06,4호선,서울역,13087,21989,35076,1
2023-01-06,3호선,고속터미널,50255,49573,99828,1
2023-01-07,1호선,서울역,40036,39176,79212,1
2023-01-07,2호선,잠실(송파구청),73142,70990,144132,1
2023-01-07,2호선,선릉,25318,22320,47638,1
2023-01-07,2호선,강남,63016,63026,126042,1
2023-01-07,2호선,사당,35872,39432,75304,1
2023-01-07,2호선,신림,48319,47461,95780,1
2023-01-07,2호선,구로디지털단지,37429,36396,73825,1
2023-01-07,2호선,홍대입구,75742,85772,161514,1
2023-01-07,3호선,고속터미널,53748,51516,105264,1
2023-01-07,4호선,서울역,6588,16510,23098,1
2023-01-07,4호선,사당,23807,22070,45877,1
2023-01-07,7호선,고속터미널,16074,12405,28479,1
2023-01-07,7호선,가산디지털단지,14687,13045,27732,1
2023-01-07,8호선,잠실(송파구청),15286,17945,33231,1
2023-01-07,9호선,고속터미널,13984,20409,34393,1
2023-01-07,경부선,서울역,9706,2630,12336,1
2023-01-07,경부선,가산디지털단지,6347,8587,14934,1
2023-01-07,경의선,서울역,1440,1495,2935,1
2023-01-07,경의선,홍대입구,2153,2813,4966,1
2023-01-07,공항철도 1호선,서울역,11330,10652,21982,1
2023-01-07,공항철도 1호선,홍대입구,15139,15744,30883,1
2023-01-07,분당선,선릉,5348,8415,13763,1
2023-01-07,신림선,신림,1026,1046,2072,1
2023-01-08,1호선,서울역,31604,30308,61912,1
2023-01-08,2호선,잠실(송파구청),54259,51179,105438,1
2023-01-08,2호선,선릉,14040,11975,26015,1
2023-01-08,2호선,강남,35222,33598,68820,1
2023-01-08,2호선,사당,24608,26583,51191,1
2023-01-08,2호선,신림,36304,35982,72286,1
2023-01-08,2호선,구로디지털단지,26119,25402,51521,1
2023-01-08,2호선,홍대입구,59198,58828,118026,1
2023-01-08,신림선,신림,639,713,1352,1
2023-01-08,분당선,선릉,2972,4423,7395,1
2023-01-08,공항철도 1호선,홍대입구,12578,11617,24195,1
2023-01-08,공항철도 1호선,서울역,10337,9278,19615,1
2023-01-08,경의선,홍대입구,1803,2243,4046,1
2023-01-08,경의선,서울역,1063,1055,2118,1
2023-01-08,경부선,가산디지털단지,4816,6411,11227,1
2023-01-08,경부선,서울역,9558,2249,11807,1
2023-01-08,9호선,고속터미널,11111,16106,27217,1
2023-01-08,8호선,잠실(송파구청),11523,12842,24365,1
2023-01-08,7호선,가산디지털단지,10326,9317,19643,1
2023-01-08,7호선,고속터미널,13103,8955,22058,1
2023-01-08,4호선,사당,16893,16206,33099,1
2023-01-08,4호선,서울역,4907,12946,17853,1
2023-01-08,3호선,고속터미널,43047,41058,84105,1
2023-01-09,1호선,서울역,50596,48581,99177,1
2023-01-09,2호선,잠실(송파구청),74423,74258,148681,1
2023-01-09,2호선,선릉,63111,56111,119222,1
2023-01-09,2호선,강남,88781,85392,174173,1
2023-01-09,2호선,사당,38786,42636,81422,1
2023-01-09,2호선,신림,58447,56871,115318,1
2023-01-09,2호선,구로디지털단지,62805,62507,125312,1
2023-01-09,2호선,홍대입구,60614,62859,123473,1
2023-01-09,3호선,고속터미널,43105,40675,83780,1
2023-01-09,4호선,서울역,12663,19263,31926,1
2023-01-09,4호선,사당,26169,22206,48375,1
2023-01-09,7호선,고속터미널,17281,14199,31480,1
2023-01-09,7호선,가산디지털단지,49711,49487,99198,1
2023-01-09,8호선,잠실(송파구청),15496,17996,33492,1
2023-01-09,9호선,고속터미널,12987,17176,30163,1
2023-01-09,경부선,서울역,7899,2550,10449,1
2023-01-09,경부선,가산디지털단지,19091,22274,41365,1
2023-01-09,경의선,서울역,4801,6071,10872,1
2023-01-09,경의선,홍대입구,1827,2137,3964,1
2023-01-09,공항철도 1호선,서울역,10437,9218,19655,1
2023-01-09,공항철도 1호선,홍대입구,11780,11630,23410,1
2023-01-09,분당선,선릉,15031,22636,37667,1
2023-01-09,신림선,신림,1027,1052,2079,1
2023-01-10,신림선,신림,1138,1893,3031,1
2023-01-10,1호선,서울역,50864,48114,98978,1
2023-01-10,2호선,잠실(송파구청),79055,77900,156955,1
2023-01-10,2호선,선릉,65387,57807,123194,1
2023-01-10,2호선,강남,91736,88554,180290,1
2023-01-10,2호선,사당,41594,45442,87036,1
2023-01-10,2호선,신림,59474,57505,116979,1
2023-01-10,2호선,구로디지털단지,64505,64324,128829,1
2023-01-10,2호선,홍대입구,62395,65358,127753,1
2023-01-10,3호선,고속터미널,43327,40467,83794,1
2023-01-10,4호선,서울역,12760,19528,32288,1
2023-01-10,4호선,사당,27899,23523,51422,1
2023-01-10,7호선,고속터미널,16786,14119,30905,1
2023-01-10,7호선,가산디지털단지,49874,49788,99662,1
2023-01-10,8호선,잠실(송파구청),16138,18817,34955,1
2023-01-10,9호선,고속터미널,13210,17137,30347,1
2023-01-10,경부선,서울역,7364,2271,9635,1
2023-01-10,경부선,가산디지털단지,19595,22637,42232,1
2023-01-10,경의선,서울역,4832,6226,11058,1
2023-01-10,경의선,홍대입구,1929,2327,4256,1
2023-01-10,공항철도 1호선,서울역,10009,8896,18905,1
2023-01-10,공항철도 1호선,홍대입구,12404,12378,24782,1
2023-01-10,분당선,선릉,15431,23358,38789,1
2023-01-11,신림선,신림,1681,2346,4027,1
2023-01-11,분당선,선릉,15549,23461,39010,1
2023-01-11,공항철도 1호선,홍대입구,12492,12709,25201,1
2023-01-11,공항철도 1호선,서울역,10323,8857,19180,1
2023-01-11,1호선,서울역,51960,49633,101593,1
2023-01-11,2호선,잠실(송파구청),81384,80405,161789,1
2023-01-11,2호선,선릉,65464,58000,123464,1
2023-01-11,2호선,강남,92109,88644,180753,1
2023-01-11,2호선,사당,42090,46285,88375,1
2023-01-11,2호선,신림,60452,58021,118473,1
2023-01-11,2호선,구로디지털단지,64682,64589,129271,1
2023-01-11,2호선,홍대입구,63809,67613,131422,1
2023-01-11,경의선,홍대입구,1985,2426,4411,1
2023-01-11,경의선,서울역,4807,6214,11021,1
2023-01-11,경부선,가산디지털단지,19232,22243,41475,1
2023-01-11,경부선,서울역,7694,2375,10069,1
2023-01-11,9호선,고속터미널,13727,17421,31148,1
2023-01-11,8호선,잠실(송파구청),16142,18833,34975,1
2023-01-11,7호선,가산디지털단지,49860,49873,99733,1
2023-01-11,7호선,고속터미널,16829,14292,31121,1
2023-01-11,4호선,사당,28380,23872,52252,1
2023-01-11,4호선,서울역,12962,20382,33344,1
2023-01-11,3호선,고속터미널,43313,41024,84337,1
2023-01-12,2호선,홍대입구,65039,68878,133917,1
2023-01-12,2호선,구로디지털단지,65434,65406,130840,1
2023-01-12,2호선,신림,60169,58394,118563,1
2023-01-12,2호선,사당,43042,47771,90813,1
2023-01-12,2호선,강남,92599,89578,182177,1
2023-01-12,2호선,선릉,65659,58231,123890,1
2023-01-12,2호선,잠실(송파구청),81607,80943,162550,1
2023-01-12,신림선,신림,1804,2387,4191,1
2023-01-12,분당선,선릉,15324,23221,38545,1
2023-01-12,공항철도 1호선,홍대입구,12946,12964,25910,1
2023-01-12,공항철도 1호선,서울역,11246,9313,20559,1
2023-01-12,1호선,서울역,53634,50131,103765,1
2023-01-12,경의선,홍대입구,1952,2454,4406,1
2023-01-12,경의선,서울역,4826,6233,11059,1
2023-01-12,경부선,가산디지털단지,19527,22722,42249,1
2023-01-12,경부선,서울역,8132,2411,10543,1
2023-01-12,9호선,고속터미널,13908,18203,32111,1
2023-01-12,8호선,잠실(송파구청),16008,18748,34756,1
2023-01-12,7호선,가산디지털단지,49165,49720,98885,1
2023-01-12,7호선,고속터미널,17074,14580,31654,1
2023-01-12,4호선,사당,28609,24503,53112,1
2023-01-12,4호선,서울역,13018,20739,33757,1
2023-01-12,3호선,고속터미널,44749,42188,86937,1
2023-01-13,경의선,서울역,4619,6118,10737,1
2023-01-13,신림선,신림,1674,2467,4141,1
2023-01-13,경의선,홍대입구,1962,2468,4430,1
2023-01-13,공항철도 1호선,서울역,12860,11826,24686,1
2023-01-13,공항철도 1호선,홍대입구,13082,13997,27079,1
2023-01-13,분당선,선릉,15330,22924,38254,1
2023-01-13,1호선,서울역,57750,53984,111734,1
2023-01-13,2호선,잠실(송파구청),79171,79411,158582,1
2023-01-13,2호선,선릉,63076,56140,119216,1
2023-01-13,2호선,강남,95310,94536,189846,1
2023-01-13,2호선,사당,44347,49454,93801,1
2023-01-13,2호선,신림,60909,58963,119872,1
2023-01-13,2호선,구로디지털단지,64423,64545,128968,1
2023-01-13,2호선,홍대입구,66278,74786,141064,1
2023-01-13,3호선,고속터미널,50314,49668,99982,1
2023-01-13,4호선,서울역,13168,22734,35902,1
2023-01-13,4호선,사당,29403,26019,55422,1
2023-01-13,7호선,고속터미널,19019,14920,33939,1
2023-01-13,7호선,가산디지털단지,48248,47898,96146,1
2023-01-13,8호선,잠실(송파구청),16444,19715,36159,1
2023-01-13,9호선,고속터미널,14789,20328,35117,1
2023-01-13,경부선,서울역,10459,3331,13790,1
2023-01-13,경부선,가산디지털단지,19120,22059,41179,1
2023-01-14,1호선,서울역,41248,39152,80400,1
2023-01-14,2호선,잠실(송파구청),73274,71519,144793,1
2023-01-14,2호선,선릉,26136,22966,49102,1
2023-01-14,2호선,강남,64276,64958,129234,1
2023-01-14,2호선,사당,37050,40534,77584,1
2023-01-14,2호선,신림,48671,47077,95748,1
2023-01-14,2호선,구로디지털단지,37363,36869,74232,1
2023-01-14,2호선,홍대입구,74957,84771,159728,1
2023-01-14,3호선,고속터미널,54832,52910,107742,1
2023-01-14,4호선,서울역,7038,17201,24239,1
2023-01-14,4호선,사당,24193,22288,46481,1
2023-01-14,7호선,고속터미널,16560,12518,29078,1
2023-01-14,7호선,가산디지털단지,14771,13022,27793,1
2023-01-14,8호선,잠실(송파구청),15287,18315,33602,1
2023-01-14,9호선,고속터미널,14418,20749,35167,1
2023-01-14,경부선,서울역,10036,2893,12929,1
2023-01-14,경부선,가산디지털단지,6523,8731,15254,1
2023-01-14,경의선,서울역,1321,1469,2790,1
2023-01-14,경의선,홍대입구,2108,2876,4984,1
2023-01-14,공항철도 1호선,서울역,11048,10766,21814,1
2023-01-14,공항철도 1호선,홍대입구,15167,15712,30879,1
2023-01-14,분당선,선릉,5508,8481,13989,1
2023-01-14,신림선,신림,1244,1771,3015,1
2023-01-15,8호선,잠실(송파구청),11545,13186,24731,1
2023-01-15,신림선,신림,1019,1466,2485,1
2023-01-15,분당선,선릉,2964,4632,7596,1
2023-01-15,공항철도 1호선,홍대입구,13240,12382,25622,1
2023-01-15,공항철도 1호선,서울역,10619,9956,20575,1
2023-01-15,4호선,서울역,4845,13610,18455,1
2023-01-15,3호선,고속터미널,42770,41492,84262,1
2023-01-15,2호선,홍대입구,61543,59434,120977,1
2023-01-15,2호선,구로디지털단지,26133,25431,51564,1
2023-01-15,4호선,사당,16779,16062,32841,1
2023-01-15,2호선,잠실(송파구청),53163,50530,103693,1
2023-01-15,2호선,선릉,14781,12458,27239,1
2023-01-15,2호선,강남,36480,34750,71230,1
2023-01-15,2호선,사당,23789,26220,50009,1
2023-01-15,2호선,신림,36239,35132,71371,1
2023-01-15,경의선,홍대입구,1834,2422,4256,1
2023-01-15,경의선,서울역,1190,1060,2250,1
2023-01-15,경부선,가산디지털단지,4589,6312,10901,1
2023-01-15,경부선,서울역,9470,2473,11943,1
2023-01-15,9호선,고속터미널,10684,16242,26926,1
2023-01-15,7호선,고속터미널,13044,9184,22228,1
2023-01-15,1호선,서울역,32461,31903,64364,1
2023-01-15,7호선,가산디지털단지,10046,9123,19169,1
2023-01-16,1호선,서울역,51579,50217,101796,1
2023-01-16,분당선,선릉,15414,23069,38483,1
2023-01-16,공항철도 1호선,홍대입구,12276,11994,24270,1
2023-01-16,공항철도 1호선,서울역,10436,9722,20158,1
2023-01-16,신림선,신림,1716,2320,4036,1
2023-01-16,3호선,고속터미널,43027,41365,84392,1
2023-01-16,2호선,홍대입구,61627,63803,125430,1
2023-01-16,2호선,구로디지털단지,63654,63382,127036,1
2023-01-16,2호선,신림,58494,56221,114715,1
2023-01-16,2호선,사당,39125,43111,82236,1
2023-01-16,2호선,강남,90967,87223,178190,1
2023-01-16,2호선,선릉,63990,56728,120718,1
2023-01-16,경의선,홍대입구,1821,2346,4167,1
2023-01-16,2호선,잠실(송파구청),76248,76228,152476,1
2023-01-16,경의선,서울역,4722,6147,10869,1
2023-01-16,경부선,가산디지털단지,19136,22302,41438,1
2023-01-16,경부선,서울역,7789,2630,10419,1
2023-01-16,9호선,고속터미널,13240,17258,30498,1
2023-01-16,8호선,잠실(송파구청),15955,18499,34454,1
2023-01-16,7호선,가산디지털단지,49943,49799,99742,1
2023-01-16,7호선,고속터미널,17025,14266,31291,1
2023-01-16,4호선,사당,26657,22491,49148,1
2023-01-16,4호선,서울역,12766,20789,33555,1
2023-01-17,1호선,서울역,51345,49780,101125,1
2023-01-17,2호선,잠실(송파구청),77749,77177,154926,1
2023-01-17,2호선,선릉,65178,57893,123071,1
2023-01-17,2호선,강남,91973,88713,180686,1
2023-01-17,2호선,사당,41247,45545,86792,1
2023-01-17,2호선,신림,59695,57711,117406,1
2023-01-17,2호선,구로디지털단지,65092,65049,130141,1
2023-01-17,2호선,홍대입구,61518,64302,125820,1
2023-01-17,3호선,고속터미널,43950,42329,86279,1
2023-01-17,4호선,서울역,13178,20652,33830,1
2023-01-17,4호선,사당,27605,23441,51046,1
2023-01-17,7호선,고속터미널,16908,14550,31458,1
2023-01-17,7호선,가산디지털단지,50116,49990,100106,1
2023-01-17,8호선,잠실(송파구청),15781,18365,34146,1
2023-01-17,9호선,고속터미널,13325,17596,30921,1
2023-01-17,경부선,서울역,7665,2405,10070,1
2023-01-17,경부선,가산디지털단지,19304,22382,41686,1
2023-01-17,경의선,서울역,4767,6175,10942,1
2023-01-17,경의선,홍대입구,1898,2253,4151,1
2023-01-17,공항철도 1호선,서울역,9851,9498,19349,1
2023-01-17,공항철도 1호선,홍대입구,11887,11860,23747,1
2023-01-17,분당선,선릉,15736,23413,39149,1
2023-01-17,신림선,신림,1685,2327,4012,1
2023-01-18,2호선,홍대입구,63294,66159,129453,1
2023-01-18,2호선,구로디지털단지,65454,65202,130656,1
2023-01-18,2호선,신림,60555,58026,118581,1
2023-01-18,2호선,사당,41859,45796,87655,1
2023-01-18,2호선,강남,93293,89505,182798,1
2023-01-18,2호선,선릉,66218,58552,124770,1
2023-01-18,2호선,잠실(송파구청),80265,79202,159467,1
2023-01-18,1호선,서울역,52020,53151,105171,1
2023-01-18,3호선,고속터미널,44058,44435,88493,1
2023-01-18,4호선,서울역,13507,22299,35806,1
2023-01-18,4호선,사당,28175,24025,52200,1
2023-01-18,신림선,신림,1734,2355,4089,1
2023-01-18,분당선,선릉,15792,23851,39643,1
2023-01-18,공항철도 1호선,홍대입구,12069,11930,23999,1
2023-01-18,공항철도 1호선,서울역,10261,10131,20392,1
2023-01-18,경의선,홍대입구,1878,2304,4182,1
2023-01-18,경의선,서울역,4755,6128,10883,1
2023-01-18,경부선,가산디지털단지,19410,22542,41952,1
2023-01-18,경부선,서울역,7658,2797,10455,1
2023-01-18,9호선,고속터미널,13215,18099,31314,1
2023-01-18,8호선,잠실(송파구청),16583,19300,35883,1
2023-01-18,7호선,가산디지털단지,49838,49935,99773,1
2023-01-18,7호선,고속터미널,17160,15113,32273,1
2023-01-19,경의선,서울역,4692,6294,10986,1
2023-01-19,경의선,홍대입구,1842,2223,4065,1
2023-01-19,1호선,서울역,49630,53602,103232,1
2023-01-19,2호선,잠실(송파구청),77967,76849,154816,1
2023-01-19,2호선,선릉,65045,57368,122413,1
2023-01-19,2호선,강남,92999,85963,178962,1
2023-01-19,2호선,사당,41312,45337,86649,1
2023-01-19,2호선,신림,60416,57334,117750,1
2023-01-19,2호선,구로디지털단지,65220,64683,129903,1
2023-01-19,2호선,홍대입구,61760,65046,126806,1
2023-01-19,3호선,고속터미널,44517,53127,97644,1
2023-01-19,4호선,서울역,12916,22087,35003,1
2023-01-19,4호선,사당,27896,23394,51290,1
2023-01-19,7호선,고속터미널,16931,16083,33014,1
2023-01-19,7호선,가산디지털단지,49259,49304,98563,1
2023-01-19,8호선,잠실(송파구청),16208,19057,35265,1
2023-01-19,9호선,고속터미널,13546,21500,35046,1
2023-01-19,경부선,서울역,7145,3063,10208,1
2023-01-19,경부선,가산디지털단지,19594,22522,42116,1
2023-01-19,공항철도 1호선,서울역,10217,10745,20962,1
2023-01-19,공항철도 1호선,홍대입구,12029,11874,23903,1
2023-01-19,분당선,선릉,15365,23073,38438,1
2023-01-19,신림선,신림,1741,2291,4032,1
2023-01-20,경부선,가산디지털단지,16865,19490,36355,1
2023-01-20,경부선,서울역,7310,3649,10959,1
2023-01-20,4호선,서울역,11308,22167,33475,1
2023-01-20,8호선,잠실(송파구청),16305,18920,35225,1
2023-01-20,4호선,사당,26906,22752,49658,1
2023-01-20,공항철도 1호선,서울역,10632,12177,22809,1
2023-01-20,공항철도 1호선,홍대입구,12341,12383,24724,1
2023-01-20,2호선,홍대입구,63502,69815,133317,1
2023-01-20,1호선,서울역,47266,55932,103198,1
2023-01-20,7호선,가산디지털단지,44620,42494,87114,1
2023-01-20,2호선,잠실(송파구청),73699,74297,147996,1
2023-01-20,2호선,선릉,55330,47993,103323,1
2023-01-20,2호선,강남,85829,78607,164436,1
2023-01-20,2호선,사당,37619,42126,79745,1
2023-01-20,2호선,신림,60389,53528,113917,1
2023-01-20,2호선,구로디지털단지,61673,59268,120941,1
2023-01-20,신림선,신림,1791,2294,4085,1
2023-01-20,분당선,선릉,13272,19819,33091,1
2023-01-20,경의선,홍대입구,1951,2370,4321,1
2023-01-20,경의선,서울역,3975,5743,9718,1
2023-01-20,9호선,고속터미널,13130,29077,42207,1
2023-01-20,7호선,고속터미널,16041,18625,34666,1
2023-01-20,3호선,고속터미널,46583,77555,124138,1
2023-01-21,4호선,사당,11994,10117,22111,1
2023-01-21,4호선,서울역,3803,12683,16486,1
2023-01-21,3호선,고속터미널,24885,53180,78065,1
2023-01-21,2호선,홍대입구,41941,42496,84437,1
2023-01-21,2호선,구로디지털단지,20222,17366,37588,1
2023-01-21,2호선,신림,31027,23852,54879,1
2023-01-21,2호선,사당,15073,16635,31708,1
2023-01-21,2호선,강남,26049,25505,51554,1
2023-01-21,2호선,선릉,10036,7565,17601,1
2023-01-21,2호선,잠실(송파구청),37838,37151,74989,1
2023-01-21,1호선,서울역,25756,36839,62595,1
2023-01-21,신림선,신림,796,905,1701,1
2023-01-21,분당선,선릉,2237,2764,5001,1
2023-01-21,공항철도 1호선,홍대입구,8886,8047,16933,1
2023-01-21,공항철도 1호선,서울역,8106,10566,18672,1
2023-01-21,경의선,홍대입구,1303,1490,2793,1
2023-01-21,경의선,서울역,934,1175,2109,1
2023-01-21,경부선,가산디지털단지,4580,5012,9592,1
2023-01-21,경부선,서울역,5049,2608,7657,1
2023-01-21,9호선,고속터미널,6837,20576,27413,1
2023-01-21,8호선,잠실(송파구청),8588,10081,18669,1
2023-01-21,7호선,가산디지털단지,9298,7032,16330,1
2023-01-21,7호선,고속터미널,7965,10606,18571,1
2023-01-22,신림선,신림,559,842,1401,1
2023-01-22,분당선,선릉,1175,1621,2796,1
2023-01-22,공항철도 1호선,홍대입구,5690,5823,11513,1
2023-01-22,공항철도 1호선,서울역,9695,8309,18004,1
2023-01-22,경의선,홍대입구,794,1119,1913,1
2023-01-22,경의선,서울역,969,957,1926,1
2023-01-22,경부선,가산디지털단지,3662,5047,8709,1
2023-01-22,경부선,서울역,6866,1909,8775,1
2023-01-22,9호선,고속터미널,6569,8564,15133,1
2023-01-22,8호선,잠실(송파구청),6331,7348,13679,1
2023-01-22,7호선,가산디지털단지,6723,5879,12602,1
2023-01-22,7호선,고속터미널,11626,5864,17490,1
2023-01-22,4호선,사당,8781,7690,16471,1
2023-01-22,4호선,서울역,3573,9899,13472,1
2023-01-22,3호선,고속터미널,23792,23583,47375,1
2023-01-22,2호선,홍대입구,27722,30040,57762,1
2023-01-22,2호선,구로디지털단지,14552,14550,29102,1
2023-01-22,2호선,신림,21302,21899,43201,1
2023-01-22,2호선,사당,10306,11271,21577,1
2023-01-22,2호선,강남,13415,13505,26920,1
2023-01-22,2호선,선릉,5508,4711,10219,1
2023-01-22,2호선,잠실(송파구청),31563,29910,61473,1
2023-01-22,1호선,서울역,27050,28099,55149,1
2023-01-23,2호선,잠실(송파구청),50054,46759,96813,1
2023-01-23,2호선,선릉,8290,7788,16078,1
2023-01-23,2호선,강남,23045,23702,46747,1
2023-01-23,2호선,사당,16515,18729,35244,1
2023-01-23,2호선,신림,25568,29374,54942,1
2023-01-23,2호선,구로디지털단지,19271,21035,40306,1
2023-01-23,신림선,신림,832,1323,2155,1
2023-01-23,2호선,홍대입구,45068,50806,95874,1
2023-01-23,분당선,선릉,1875,2908,4783,1
2023-01-23,3호선,고속터미널,50031,29725,79756,1
2023-01-23,공항철도 1호선,홍대입구,8894,9878,18772,1
2023-01-23,공항철도 1호선,서울역,11862,6791,18653,1
2023-01-23,경의선,홍대입구,1191,1854,3045,1
2023-01-23,경의선,서울역,1151,881,2032,1
2023-01-23,경부선,가산디지털단지,4102,6726,10828,1
2023-01-23,경부선,서울역,9610,1489,11099,1
2023-01-23,9호선,고속터미널,12025,10492,22517,1
2023-01-23,8호선,잠실(송파구청),11905,13157,25062,1
2023-01-23,7호선,가산디지털단지,9399,9040,18439,1
2023-01-23,7호선,고속터미널,19887,6167,26054,1
2023-01-23,4호선,사당,12311,11393,23704,1
2023-01-23,4호선,서울역,3831,9666,13497,1
2023-01-23,1호선,서울역,34447,25474,59921,1
2023-01-24,1호선,서울역,32663,22422,55085,1
2023-01-24,2호선,잠실(송파구청),41913,40116,82029,1
2023-01-24,2호선,선릉,10221,9425,19646,1
2023-01-24,2호선,강남,24948,24263,49211,1
2023-01-24,2호선,사당,15127,17098,32225,1
